timestamp,date,hour,day_of_week,day_name,month,is_weekend,total_kwh,hvac_kwh,lighting_kwh,equipment_kwh,occupancy,temperature_c,humidity_pct
2023-09-17 21:00:00,2023-09-17,21,6,Sunday,9,1,24.66,4.39,1.37,4.58,4,20.4,30.8
2023-09-17 22:00:00,2023-09-17,22,6,Sunday,9,1,21.96,6.31,3.22,4.68,0,28.3,77.5
2023-09-17 23:00:00,2023-09-17,23,6,Sunday,9,1,23.91,7.0,1.75,3.6,1,20.5,41.9
2023-09-18 00:00:00,2023-09-18,0,0,Monday,9,0,35.21,7.73,2.45,6.49,3,24.1,83.3
2023-09-18 01:00:00,2023-09-18,1,0,Monday,9,0,39.11,7.49,2.42,5.11,4,28.2,54.9
2023-09-18 02:00:00,2023-09-18,2,0,Monday,9,0,38.75,6.45,4.02,6.02,4,23.6,54.5
2023-09-18 03:00:00,2023-09-18,3,0,Monday,9,0,32.95,8.12,3.04,3.5,5,29.2,35.7
2023-09-18 04:00:00,2023-09-18,4,0,Monday,9,0,32.17,6.22,2.94,5.51,4,30.4,78.3
2023-09-18 05:00:00,2023-09-18,5,0,Monday,9,0,44.49,10.0,2.62,5.15,7,31.2,43.4
2023-09-18 06:00:00,2023-09-18,6,0,Monday,9,0,108.25,20.64,10.13,18.91,20,31.8,83.4
2023-09-18 07:00:00,2023-09-18,7,0,Monday,9,0,96.12,17.31,9.14,15.53,46,22.3,56.4
2023-09-18 08:00:00,2023-09-18,8,0,Monday,9,0,92.38,16.83,6.15,13.78,57,26.6,57.2
2023-09-18 09:00:00,2023-09-18,9,0,Monday,9,0,148.29,33.36,16.23,17.38,133,30.1,51.1
2023-09-18 10:00:00,2023-09-18,10,0,Monday,9,0,155.39,22.7,16.01,27.17,103,20.6,59.7
2023-09-18 11:00:00,2023-09-18,11,0,Monday,9,0,151.48,31.83,11.05,23.09,80,31.3,38.2
2023-09-18 12:00:00,2023-09-18,12,0,Monday,9,0,124.88,20.57,10.73,17.57,113,21.5,83.0
2023-09-18 13:00:00,2023-09-18,13,0,Monday,9,0,118.38,25.8,8.88,20.11,76,30.0,48.6
2023-09-18 14:00:00,2023-09-18,14,0,Monday,9,0,153.34,25.44,9.33,25.58,119,24.2,79.4
2023-09-18 15:00:00,2023-09-18,15,0,Monday,9,0,146.11,34.49,13.09,23.52,120,29.6,80.8
2023-09-18 16:00:00,2023-09-18,16,0,Monday,9,0,133.44,24.77,13.85,16.78,89,27.5,68.1
2023-09-18 17:00:00,2023-09-18,17,0,Monday,9,0,88.74,12.96,6.03,13.91,28,25.5,58.0
2023-09-18 18:00:00,2023-09-18,18,0,Monday,9,0,77.61,15.73,8.18,11.27,24,31.2,40.3
2023-09-18 19:00:00,2023-09-18,19,0,Monday,9,0,72.22,15.4,7.23,9.93,25,27.7,43.3
2023-09-18 20:00:00,2023-09-18,20,0,Monday,9,0,52.71,10.49,7.3,6.11,8,23.3,60.5
2023-09-18 21:00:00,2023-09-18,21,0,Monday,9,0,41.84,6.86,6.53,5.91,6,28.0,60.2
2023-09-18 22:00:00,2023-09-18,22,0,Monday,9,0,31.43,9.45,3.16,4.81,1,20.7,44.7
2023-09-18 23:00:00,2023-09-18,23,0,Monday,9,0,30.36,6.41,3.6,3.95,3,31.1,30.0
2023-09-19 00:00:00,2023-09-19,0,1,Tuesday,9,0,34.09,5.66,5.21,3.85,6,30.6,65.1
2023-09-19 01:00:00,2023-09-19,1,1,Tuesday,9,0,34.32,9.37,2.78,6.3,4,28.5,54.3
2023-09-19 02:00:00,2023-09-19,2,1,Tuesday,9,0,36.89,5.59,2.95,6.36,6,24.3,69.7
2023-09-19 03:00:00,2023-09-19,3,1,Tuesday,9,0,36.48,7.66,2.62,3.32,7,30.8,36.6
2023-09-19 04:00:00,2023-09-19,4,1,Tuesday,9,0,32.28,5.89,3.88,3.7,7,21.6,52.2
2023-09-19 05:00:00,2023-09-19,5,1,Tuesday,9,0,39.11,10.46,2.92,5.92,6,27.9,30.7
2023-09-19 06:00:00,2023-09-19,6,1,Tuesday,9,0,93.95,16.18,10.53,17.39,21,25.3,43.6
2023-09-19 07:00:00,2023-09-19,7,1,Tuesday,9,0,87.64,20.99,6.88,13.67,58,27.4,32.9
2023-09-19 08:00:00,2023-09-19,8,1,Tuesday,9,0,101.63,21.3,7.39,17.92,47,20.3,59.3
2023-09-19 09:00:00,2023-09-19,9,1,Tuesday,9,0,149.96,36.55,10.32,20.45,125,25.7,58.2
2023-09-19 10:00:00,2023-09-19,10,1,Tuesday,9,0,149.31,27.02,11.91,20.28,114,31.8,63.0
2023-09-19 11:00:00,2023-09-19,11,1,Tuesday,9,0,141.17,31.93,15.46,22.96,137,26.5,69.2
2023-09-19 12:00:00,2023-09-19,12,1,Tuesday,9,0,127.74,30.07,11.57,15.81,109,26.7,43.3
2023-09-19 13:00:00,2023-09-19,13,1,Tuesday,9,0,127.95,29.69,11.14,22.68,68,26.4,33.6
2023-09-19 14:00:00,2023-09-19,14,1,Tuesday,9,0,143.95,35.57,9.69,24.59,119,27.6,50.5
2023-09-19 15:00:00,2023-09-19,15,1,Tuesday,9,0,138.05,23.49,13.74,18.95,126,27.3,47.4
2023-09-19 16:00:00,2023-09-19,16,1,Tuesday,9,0,143.52,32.46,12.43,22.75,114,24.3,81.5
2023-09-19 17:00:00,2023-09-19,17,1,Tuesday,9,0,92.01,11.88,10.88,12.36,45,24.7,31.9
2023-09-19 18:00:00,2023-09-19,18,1,Tuesday,9,0,78.83,14.73,7.97,14.04,15,29.2,57.1
2023-09-19 19:00:00,2023-09-19,19,1,Tuesday,9,0,83.63,18.81,9.77,11.78,16,23.1,75.8
2023-09-19 20:00:00,2023-09-19,20,1,Tuesday,9,0,46.21,11.72,5.4,5.66,19,29.8,80.2
2023-09-19 21:00:00,2023-09-19,21,1,Tuesday,9,0,58.51,11.82,5.37,7.98,11,31.9,51.9
2023-09-19 22:00:00,2023-09-19,22,1,Tuesday,9,0,41.79,9.18,2.38,6.43,1,23.4,40.8
2023-09-19 23:00:00,2023-09-19,23,1,Tuesday,9,0,26.19,6.23,4.35,4.2,5,30.8,36.2
2023-09-20 00:00:00,2023-09-20,0,2,Wednesday,9,0,40.86,7.43,5.04,6.24,5,24.2,63.3
2023-09-20 01:00:00,2023-09-20,1,2,Wednesday,9,0,29.64,10.19,3.59,3.94,0,30.4,33.6
2023-09-20 02:00:00,2023-09-20,2,2,Wednesday,9,0,41.51,7.7,2.76,7.42,7,28.0,40.1
2023-09-20 03:00:00,2023-09-20,3,2,Wednesday,9,0,42.46,9.41,3.31,7.27,5,26.1,53.0
2023-09-20 04:00:00,2023-09-20,4,2,Wednesday,9,0,35.82,7.13,4.05,7.19,7,24.4,30.8
2023-09-20 05:00:00,2023-09-20,5,2,Wednesday,9,0,33.35,6.18,4.27,5.7,3,30.1,82.0
2023-09-20 06:00:00,2023-09-20,6,2,Wednesday,9,0,96.28,19.6,5.89,17.28,42,25.9,41.6
2023-09-20 07:00:00,2023-09-20,7,2,Wednesday,9,0,99.62,19.72,6.66,18.58,28,24.3,42.4
2023-09-20 08:00:00,2023-09-20,8,2,Wednesday,9,0,83.68,17.5,5.58,11.2,27,26.1,49.5
2023-09-20 09:00:00,2023-09-20,9,2,Wednesday,9,0,154.15,24.49,16.38,27.17,121,21.6,40.6
2023-09-20 10:00:00,2023-09-20,10,2,Wednesday,9,0,147.45,23.81,12.96,25.75,89,25.1,59.3
2023-09-20 11:00:00,2023-09-20,11,2,Wednesday,9,0,140.08,26.19,15.42,20.0,119,23.8,36.5
2023-09-20 12:00:00,2023-09-20,12,2,Wednesday,9,0,127.8,27.56,9.65,13.55,96,23.5,65.6
2023-09-20 13:00:00,2023-09-20,13,2,Wednesday,9,0,126.59,23.24,7.71,16.37,113,25.2,51.8
2023-09-20 14:00:00,2023-09-20,14,2,Wednesday,9,0,144.95,25.59,14.46,16.38,93,26.0,84.9
2023-09-20 15:00:00,2023-09-20,15,2,Wednesday,9,0,128.16,24.77,11.58,23.62,133,23.1,62.3
2023-09-20 16:00:00,2023-09-20,16,2,Wednesday,9,0,136.4,27.1,10.79,25.89,127,20.8,69.2
2023-09-20 17:00:00,2023-09-20,17,2,Wednesday,9,0,80.86,20.49,7.27,15.39,39,27.1,71.5
2023-09-20 18:00:00,2023-09-20,18,2,Wednesday,9,0,82.35,17.81,6.35,9.97,36,28.6,76.3
2023-09-20 19:00:00,2023-09-20,19,2,Wednesday,9,0,88.13,18.54,6.34,16.03,35,29.7,33.8
2023-09-20 20:00:00,2023-09-20,20,2,Wednesday,9,0,45.7,9.37,7.03,7.16,16,31.4,34.0
2023-09-20 21:00:00,2023-09-20,21,2,Wednesday,9,0,40.98,10.34,6.97,6.02,6,29.3,71.3
2023-09-20 22:00:00,2023-09-20,22,2,Wednesday,9,0,33.34,8.24,3.65,4.29,0,22.8,83.0
2023-09-20 23:00:00,2023-09-20,23,2,Wednesday,9,0,34.0,6.77,3.72,5.19,2,28.8,34.0
2023-09-21 00:00:00,2023-09-21,0,3,Thursday,9,0,34.15,8.35,2.95,3.5,7,28.1,40.2
2023-09-21 01:00:00,2023-09-21,1,3,Thursday,9,0,45.38,9.24,3.89,7.4,5,23.9,69.0
2023-09-21 02:00:00,2023-09-21,2,3,Thursday,9,0,33.09,6.72,4.58,6.5,2,25.4,45.0
2023-09-21 03:00:00,2023-09-21,3,3,Thursday,9,0,39.69,6.58,2.96,6.85,6,25.0,33.0
2023-09-21 04:00:00,2023-09-21,4,3,Thursday,9,0,30.9,6.62,2.26,4.62,1,21.9,76.6
2023-09-21 05:00:00,2023-09-21,5,3,Thursday,9,0,33.18,8.7,2.34,5.18,1,27.0,78.7
2023-09-21 06:00:00,2023-09-21,6,3,Thursday,9,0,106.63,23.99,8.41,19.12,31,25.9,52.9
2023-09-21 07:00:00,2023-09-21,7,3,Thursday,9,0,93.82,21.91,5.71,14.82,44,20.2,35.8
2023-09-21 08:00:00,2023-09-21,8,3,Thursday,9,0,82.48,19.87,6.59,11.45,53,25.1,72.5
2023-09-21 09:00:00,2023-09-21,9,3,Thursday,9,0,155.35,28.48,16.29,20.95,115,29.5,57.6
2023-09-21 10:00:00,2023-09-21,10,3,Thursday,9,0,147.59,25.05,15.43,20.49,105,24.2,79.1
2023-09-21 11:00:00,2023-09-21,11,3,Thursday,9,0,149.82,23.7,9.03,25.7,94,27.9,69.9
2023-09-21 12:00:00,2023-09-21,12,3,Thursday,9,0,145.84,27.62,12.42,16.48,61,20.3,36.4
2023-09-21 13:00:00,2023-09-21,13,3,Thursday,9,0,133.11,20.23,11.64,23.13,85,30.0,37.9
2023-09-21 14:00:00,2023-09-21,14,3,Thursday,9,0,143.86,34.34,10.11,20.34,119,24.8,69.7
2023-09-21 15:00:00,2023-09-21,15,3,Thursday,9,0,144.21,31.01,9.23,22.2,115,22.2,33.8
2023-09-21 16:00:00,2023-09-21,16,3,Thursday,9,0,135.96,30.61,13.64,17.12,84,23.6,44.8
2023-09-21 17:00:00,2023-09-21,17,3,Thursday,9,0,84.99,20.7,9.73,9.2,26,20.1,80.8
2023-09-21 18:00:00,2023-09-21,18,3,Thursday,9,0,67.15,12.99,6.0,9.16,40,21.8,33.0
2023-09-21 19:00:00,2023-09-21,19,3,Thursday,9,0,82.19,21.91,10.78,14.12,17,23.6,55.5
2023-09-21 20:00:00,2023-09-21,20,3,Thursday,9,0,54.95,11.41,4.09,8.16,6,21.0,35.7
2023-09-21 21:00:00,2023-09-21,21,3,Thursday,9,0,46.32,7.57,7.2,4.69,14,21.1,78.7
2023-09-21 22:00:00,2023-09-21,22,3,Thursday,9,0,37.49,9.62,2.65,3.45,6,29.7,54.4
2023-09-21 23:00:00,2023-09-21,23,3,Thursday,9,0,37.38,9.9,3.22,5.6,4,31.0,54.4
2023-09-22 00:00:00,2023-09-22,0,4,Friday,9,0,40.37,8.62,2.52,6.81,1,20.4,36.0
2023-09-22 01:00:00,2023-09-22,1,4,Friday,9,0,38.68,9.04,5.41,3.48,7,21.9,39.2
2023-09-22 02:00:00,2023-09-22,2,4,Friday,9,0,33.84,10.0,4.71,3.34,4,29.5,64.4
2023-09-22 03:00:00,2023-09-22,3,4,Friday,9,0,32.1,6.32,5.06,7.36,4,28.8,31.3
2023-09-22 04:00:00,2023-09-22,4,4,Friday,9,0,35.67,9.05,4.24,3.54,7,23.9,62.1
2023-09-22 05:00:00,2023-09-22,5,4,Friday,9,0,41.16,9.34,2.49,4.56,3,27.1,51.6
2023-09-22 06:00:00,2023-09-22,6,4,Friday,9,0,95.27,20.95,9.65,11.83,47,30.5,70.1
2023-09-22 07:00:00,2023-09-22,7,4,Friday,9,0,107.53,21.03,10.41,17.33,28,25.0,45.0
2023-09-22 08:00:00,2023-09-22,8,4,Friday,9,0,83.23,22.01,6.17,14.61,55,21.8,82.3
2023-09-22 09:00:00,2023-09-22,9,4,Friday,9,0,135.31,35.05,12.45,19.68,125,27.6,79.7
2023-09-22 10:00:00,2023-09-22,10,4,Friday,9,0,145.57,37.51,13.74,21.45,103,20.9,63.6
2023-09-22 11:00:00,2023-09-22,11,4,Friday,9,0,165.37,36.5,16.4,21.01,142,29.8,45.9
2023-09-22 12:00:00,2023-09-22,12,4,Friday,9,0,130.62,22.51,8.16,19.57,104,28.2,30.1
2023-09-22 13:00:00,2023-09-22,13,4,Friday,9,0,129.24,25.98,8.39,15.91,103,26.7,31.8
2023-09-22 14:00:00,2023-09-22,14,4,Friday,9,0,144.82,27.89,9.98,22.59,118,29.9,84.4
2023-09-22 15:00:00,2023-09-22,15,4,Friday,9,0,139.62,29.64,9.15,23.4,130,23.2,59.4
2023-09-22 16:00:00,2023-09-22,16,4,Friday,9,0,151.19,27.26,13.59,24.16,101,23.6,52.1
2023-09-22 17:00:00,2023-09-22,17,4,Friday,9,0,76.22,15.18,5.59,11.31,33,26.1,65.7
2023-09-22 18:00:00,2023-09-22,18,4,Friday,9,0,79.8,17.63,9.99,11.12,35,22.6,80.6
2023-09-22 19:00:00,2023-09-22,19,4,Friday,9,0,94.06,17.71,8.55,14.06,36,24.9,47.3
2023-09-22 20:00:00,2023-09-22,20,4,Friday,9,0,42.51,8.85,5.99,5.21,7,30.0,41.6
2023-09-22 21:00:00,2023-09-22,21,4,Friday,9,0,46.06,7.03,6.47,9.84,10,31.8,79.9
2023-09-22 22:00:00,2023-09-22,22,4,Friday,9,0,36.26,4.53,2.23,3.99,7,30.3,65.7
2023-09-22 23:00:00,2023-09-22,23,4,Friday,9,0,30.9,5.6,3.32,3.99,5,20.9,78.0
2023-09-23 00:00:00,2023-09-23,0,5,Saturday,9,1,24.48,5.88,2.67,4.77,2,21.4,58.9
2023-09-23 01:00:00,2023-09-23,1,5,Saturday,9,1,25.75,7.6,1.98,5.19,1,23.9,60.6
2023-09-23 02:00:00,2023-09-23,2,5,Saturday,9,1,20.9,6.3,2.5,2.87,2,24.0,49.1
2023-09-23 03:00:00,2023-09-23,3,5,Saturday,9,1,23.8,3.51,2.94,5.09,0,30.3,42.3
2023-09-23 04:00:00,2023-09-23,4,5,Saturday,9,1,21.09,4.99,3.05,3.87,0,28.3,61.6
2023-09-23 05:00:00,2023-09-23,5,5,Saturday,9,1,25.24,6.12,2.7,3.92,0,30.8,70.4
2023-09-23 06:00:00,2023-09-23,6,5,Saturday,9,1,36.1,9.64,3.29,4.5,14,24.0,31.1
2023-09-23 07:00:00,2023-09-23,7,5,Saturday,9,1,38.49,8.72,2.33,5.54,11,26.3,43.0
2023-09-23 08:00:00,2023-09-23,8,5,Saturday,9,1,38.84,7.81,2.76,7.18,8,22.9,33.5
2023-09-23 09:00:00,2023-09-23,9,5,Saturday,9,1,70.74,16.45,7.42,9.44,22,27.2,74.9
2023-09-23 10:00:00,2023-09-23,10,5,Saturday,9,1,67.48,16.16,6.51,8.47,9,29.0,50.5
2023-09-23 11:00:00,2023-09-23,11,5,Saturday,9,1,67.61,14.52,6.41,7.1,10,25.8,67.7
2023-09-23 12:00:00,2023-09-23,12,5,Saturday,9,1,48.04,9.59,7.26,7.17,29,30.2,72.2
2023-09-23 13:00:00,2023-09-23,13,5,Saturday,9,1,52.44,15.85,3.84,8.98,9,28.9,72.5
2023-09-23 14:00:00,2023-09-23,14,5,Saturday,9,1,49.8,12.9,4.68,6.93,9,31.9,41.8
2023-09-23 15:00:00,2023-09-23,15,5,Saturday,9,1,61.33,12.73,4.99,10.14,16,27.0,43.3
2023-09-23 16:00:00,2023-09-23,16,5,Saturday,9,1,48.1,14.27,3.84,6.47,8,23.0,47.8
2023-09-23 17:00:00,2023-09-23,17,5,Saturday,9,1,41.4,6.3,4.42,3.99,9,29.8,66.7
2023-09-23 18:00:00,2023-09-23,18,5,Saturday,9,1,44.22,8.98,4.34,7.39,8,31.6,42.2
2023-09-23 19:00:00,2023-09-23,19,5,Saturday,9,1,45.11,6.46,5.19,6.28,7,27.3,72.1
2023-09-23 20:00:00,2023-09-23,20,5,Saturday,9,1,41.16,8.97,2.87,5.74,4,25.0,47.9
2023-09-23 21:00:00,2023-09-23,21,5,Saturday,9,1,23.26,4.32,2.39,3.41,2,25.2,76.2
2023-09-23 22:00:00,2023-09-23,22,5,Saturday,9,1,16.5,3.59,2.98,4.14,4,28.9,69.4
2023-09-23 23:00:00,2023-09-23,23,5,Saturday,9,1,28.35,6.59,2.67,4.37,1,27.3,30.8
2023-09-24 00:00:00,2023-09-24,0,6,Sunday,9,1,26.26,6.0,1.25,3.61,4,31.9,68.4
2023-09-24 01:00:00,2023-09-24,1,6,Sunday,9,1,24.46,5.87,2.87,3.5,4,22.1,45.4
2023-09-24 02:00:00,2023-09-24,2,6,Sunday,9,1,20.05,5.5,2.95,3.64,2,20.3,50.6
2023-09-24 03:00:00,2023-09-24,3,6,Sunday,9,1,18.98,3.35,1.18,3.04,0,22.0,84.8
2023-09-24 04:00:00,2023-09-24,4,6,Sunday,9,1,28.09,5.31,2.75,3.91,4,28.2,48.9
2023-09-24 05:00:00,2023-09-24,5,6,Sunday,9,1,23.75,4.28,1.75,3.08,4,28.1,66.5
2023-09-24 06:00:00,2023-09-24,6,6,Sunday,9,1,47.49,10.07,3.34,7.5,6,28.2,69.8
2023-09-24 07:00:00,2023-09-24,7,6,Sunday,9,1,43.47,7.52,3.56,7.55,8,27.5,54.1
2023-09-24 08:00:00,2023-09-24,8,6,Sunday,9,1,46.82,10.96,5.36,7.51,4,22.7,65.4
2023-09-24 09:00:00,2023-09-24,9,6,Sunday,9,1,53.75,12.76,6.36,8.87,26,29.5,55.9
2023-09-24 10:00:00,2023-09-24,10,6,Sunday,9,1,61.66,14.33,7.42,8.81,26,25.4,77.9
2023-09-24 11:00:00,2023-09-24,11,6,Sunday,9,1,45.96,12.75,4.28,6.74,21,23.4,44.1
2023-09-24 12:00:00,2023-09-24,12,6,Sunday,9,1,51.12,16.38,4.92,6.4,26,25.1,52.2
2023-09-24 13:00:00,2023-09-24,13,6,Sunday,9,1,54.75,12.02,5.03,9.35,14,30.8,82.6
2023-09-24 14:00:00,2023-09-24,14,6,Sunday,9,1,66.24,14.12,5.67,10.84,26,25.9,62.3
2023-09-24 15:00:00,2023-09-24,15,6,Sunday,9,1,51.88,14.47,6.95,5.87,27,20.1,75.3
2023-09-24 16:00:00,2023-09-24,16,6,Sunday,9,1,54.71,12.37,5.21,9.31,16,23.4,51.2
2023-09-24 17:00:00,2023-09-24,17,6,Sunday,9,1,42.58,9.76,4.99,7.2,5,31.1,49.4
2023-09-24 18:00:00,2023-09-24,18,6,Sunday,9,1,38.66,5.64,4.75,6.28,7,31.9,63.9
2023-09-24 19:00:00,2023-09-24,19,6,Sunday,9,1,34.97,8.86,4.11,5.57,7,21.8,39.5
2023-09-24 20:00:00,2023-09-24,20,6,Sunday,9,1,36.34,6.53,3.86,6.22,9,28.8,32.9
2023-09-24 21:00:00,2023-09-24,21,6,Sunday,9,1,28.09,3.85,2.28,2.76,1,21.4,48.0
2023-09-24 22:00:00,2023-09-24,22,6,Sunday,9,1,17.72,4.63,1.57,4.03,4,20.5,65.1
2023-09-24 23:00:00,2023-09-24,23,6,Sunday,9,1,28.59,6.1,3.17,4.12,4,20.4,79.5
2023-09-25 00:00:00,2023-09-25,0,0,Monday,9,0,34.73,8.88,3.18,6.33,2,25.9,38.2
2023-09-25 01:00:00,2023-09-25,1,0,Monday,9,0,35.06,6.21,4.7,6.76,5,31.1,63.5
2023-09-25 02:00:00,2023-09-25,2,0,Monday,9,0,36.82,10.26,4.98,4.85,5,31.5,64.3
2023-09-25 03:00:00,2023-09-25,3,0,Monday,9,0,33.5,9.08,4.15,4.87,5,28.5,30.4
2023-09-25 04:00:00,2023-09-25,4,0,Monday,9,0,37.29,8.19,3.1,5.7,6,20.4,57.1
2023-09-25 05:00:00,2023-09-25,5,0,Monday,9,0,28.45,5.63,3.95,4.08,5,25.9,84.5
2023-09-25 06:00:00,2023-09-25,6,0,Monday,9,0,97.25,22.07,9.06,12.94,28,25.2,55.1
2023-09-25 07:00:00,2023-09-25,7,0,Monday,9,0,88.05,23.54,9.75,11.3,59,26.0,54.1
2023-09-25 08:00:00,2023-09-25,8,0,Monday,9,0,92.32,18.37,8.24,13.6,56,31.0,30.7
2023-09-25 09:00:00,2023-09-25,9,0,Monday,9,0,135.82,31.11,12.35,19.31,121,31.9,59.6
2023-09-25 10:00:00,2023-09-25,10,0,Monday,9,0,157.53,31.62,12.05,21.0,115,28.0,67.8
2023-09-25 11:00:00,2023-09-25,11,0,Monday,9,0,136.0,26.02,12.99,17.19,93,27.0,75.1
2023-09-25 12:00:00,2023-09-25,12,0,Monday,9,0,138.8,22.56,13.38,19.22,104,30.0,84.2
2023-09-25 13:00:00,2023-09-25,13,0,Monday,9,0,146.63,31.38,13.85,20.12,104,27.4,30.7
2023-09-25 14:00:00,2023-09-25,14,0,Monday,9,0,152.5,32.15,13.57,21.59,122,20.2,33.1
2023-09-25 15:00:00,2023-09-25,15,0,Monday,9,0,147.51,27.09,10.09,20.89,122,31.0,65.5
2023-09-25 16:00:00,2023-09-25,16,0,Monday,9,0,138.31,35.59,15.3,16.54,109,26.6,35.1
2023-09-25 17:00:00,2023-09-25,17,0,Monday,9,0,89.01,11.31,10.52,15.72,38,30.9,76.7
2023-09-25 18:00:00,2023-09-25,18,0,Monday,9,0,68.68,16.76,5.65,14.02,39,21.2,71.6
2023-09-25 19:00:00,2023-09-25,19,0,Monday,9,0,71.14,16.5,8.75,9.59,47,21.7,45.0
2023-09-25 20:00:00,2023-09-25,20,0,Monday,9,0,44.74,9.51,6.16,5.74,6,20.1,37.4
2023-09-25 21:00:00,2023-09-25,21,0,Monday,9,0,38.87,8.96,3.65,7.54,10,30.8,81.4
2023-09-25 22:00:00,2023-09-25,22,0,Monday,9,0,31.95,6.07,3.58,5.29,5,30.0,80.4
2023-09-25 23:00:00,2023-09-25,23,0,Monday,9,0,34.02,6.4,2.36,6.12,0,24.9,42.8
2023-09-26 00:00:00,2023-09-26,0,1,Tuesday,9,0,36.83,6.83,4.39,6.11,4,26.3,65.8
2023-09-26 01:00:00,2023-09-26,1,1,Tuesday,9,0,36.87,9.74,2.71,6.04,6,21.3,46.9
2023-09-26 02:00:00,2023-09-26,2,1,Tuesday,9,0,36.98,9.73,3.3,5.47,6,22.5,41.9
2023-09-26 03:00:00,2023-09-26,3,1,Tuesday,9,0,32.85,8.69,4.77,5.33,0,20.5,48.4
2023-09-26 04:00:00,2023-09-26,4,1,Tuesday,9,0,36.94,6.14,4.3,4.49,6,31.6,35.4
2023-09-26 05:00:00,2023-09-26,5,1,Tuesday,9,0,34.23,6.03,2.21,6.32,7,30.0,84.0
2023-09-26 06:00:00,2023-09-26,6,1,Tuesday,9,0,94.53,15.82,10.6,17.15,26,27.8,72.6
2023-09-26 07:00:00,2023-09-26,7,1,Tuesday,9,0,97.94,18.39,10.03,17.79,24,27.9,54.6
2023-09-26 08:00:00,2023-09-26,8,1,Tuesday,9,0,90.89,16.98,7.86,16.45,52,26.5,75.7
2023-09-26 09:00:00,2023-09-26,9,1,Tuesday,9,0,165.88,33.63,10.16,25.52,112,28.3,41.5
2023-09-26 10:00:00,2023-09-26,10,1,Tuesday,9,0,146.53,31.72,14.88,18.88,129,21.6,62.8
2023-09-26 11:00:00,2023-09-26,11,1,Tuesday,9,0,149.49,33.77,12.3,24.14,110,27.6,47.0
2023-09-26 12:00:00,2023-09-26,12,1,Tuesday,9,0,121.38,28.36,12.17,21.0,105,23.7,34.3
2023-09-26 13:00:00,2023-09-26,13,1,Tuesday,9,0,122.58,29.44,9.02,15.84,90,21.8,30.4
2023-09-26 14:00:00,2023-09-26,14,1,Tuesday,9,0,129.58,27.08,13.78,19.61,138,28.9,73.7
2023-09-26 15:00:00,2023-09-26,15,1,Tuesday,9,0,147.23,26.06,14.33,23.97,91,22.6,43.1
2023-09-26 16:00:00,2023-09-26,16,1,Tuesday,9,0,141.8,24.67,12.91,16.11,136,28.1,43.7
2023-09-26 17:00:00,2023-09-26,17,1,Tuesday,9,0,85.09,12.42,7.07,9.31,28,21.8,76.5
2023-09-26 18:00:00,2023-09-26,18,1,Tuesday,9,0,85.98,18.36,6.07,11.43,40,25.6,63.2
2023-09-26 19:00:00,2023-09-26,19,1,Tuesday,9,0,91.94,20.37,10.49,9.16,29,27.9,35.8
2023-09-26 20:00:00,2023-09-26,20,1,Tuesday,9,0,49.06,9.08,5.66,9.09,7,30.9,81.6
2023-09-26 21:00:00,2023-09-26,21,1,Tuesday,9,0,50.31,11.54,6.09,9.2,13,27.9,47.3
2023-09-26 22:00:00,2023-09-26,22,1,Tuesday,9,0,37.5,9.57,3.4,5.54,6,24.1,77.2
2023-09-26 23:00:00,2023-09-26,23,1,Tuesday,9,0,31.81,9.74,3.57,4.92,2,28.9,48.0
2023-09-27 00:00:00,2023-09-27,0,2,Wednesday,9,0,35.97,8.47,4.97,7.09,3,31.3,50.3
2023-09-27 01:00:00,2023-09-27,1,2,Wednesday,9,0,41.45,9.22,2.23,6.93,2,28.0,63.2
2023-09-27 02:00:00,2023-09-27,2,2,Wednesday,9,0,34.24,10.31,2.99,6.58,1,28.8,42.0
2023-09-27 03:00:00,2023-09-27,3,2,Wednesday,9,0,32.26,7.7,3.02,3.4,0,21.3,81.6
2023-09-27 04:00:00,2023-09-27,4,2,Wednesday,9,0,38.09,6.11,5.04,5.42,6,31.5,44.8
2023-09-27 05:00:00,2023-09-27,5,2,Wednesday,9,0,33.52,7.04,2.62,4.47,5,25.2,83.5
2023-09-27 06:00:00,2023-09-27,6,2,Wednesday,9,0,97.39,16.74,9.06,15.75,27,30.7,75.2
2023-09-27 07:00:00,2023-09-27,7,2,Wednesday,9,0,87.84,22.92,7.44,11.18,56,30.3,64.2
2023-09-27 08:00:00,2023-09-27,8,2,Wednesday,9,0,77.96,15.7,7.99,16.53,41,23.7,59.9
2023-09-27 09:00:00,2023-09-27,9,2,Wednesday,9,0,167.29,31.17,15.86,23.67,115,22.0,68.9
2023-09-27 10:00:00,2023-09-27,10,2,Wednesday,9,0,137.64,24.79,13.22,23.13,99,22.9,42.9
2023-09-27 11:00:00,2023-09-27,11,2,Wednesday,9,0,143.29,37.98,8.92,18.87,126,26.5,76.8
2023-09-27 12:00:00,2023-09-27,12,2,Wednesday,9,0,124.59,25.29,13.01,22.64,80,22.6,62.3
2023-09-27 13:00:00,2023-09-27,13,2,Wednesday,9,0,133.4,26.72,8.08,18.56,77,28.4,70.2
2023-09-27 14:00:00,2023-09-27,14,2,Wednesday,9,0,135.67,22.2,13.38,25.4,131,30.0,36.1
2023-09-27 15:00:00,2023-09-27,15,2,Wednesday,9,0,150.22,29.76,13.54,22.68,104,20.0,47.8
